Threshold_Factor,Detected_Cells,True_Cells,False_Alarm_Cells,False_Cells,Detection_Rate,False_Alarm_Rate
9.8,284769,391135,9482,7849505,0.7280580873611413,0.001207974260797337
9.850000000000001,284769,391135,9395,7849505,0.7280580873611413,0.0011968907593536153
9.9,283963,391135,9277,7849505,0.7259974177713577,0.001181857964292016
9.950000000000001,283352,391135,9171,7849505,0.7244352972758766,0.0011683539280502402
10.0,283352,391135,9063,7849505,0.7244352972758766,0.001154595098671827
10.05,282794,391135,8945,7849505,0.7230086798675649,0.0011395623036102277
10.100000000000001,37622,391135,8846,7849505,0.09618673859409155,0.0011269500433466824
10.15,36823,391135,8749,7849505,0.09414396563846242,0.0011145925762197743
10.200000000000001,35833,391135,8662,7849505,0.09161287023661907,0.0011035090747760527
10.25,35833,391135,8560,7849505,0.09161287023661907,0.0010905146248075515
10.3,34903,391135,8487,7849505,0.08923517455609956,0.0010812146753202908
10.350000000000001,34903,391135,8404,7849505,0.08923517455609956,0.0010706407601498438
10.4,33822,391135,8309,7849505,0.08647142291024838,0.0010585380861595731
10.450000000000001,33822,391135,8234,7849505,0.08647142291024838,0.0010489833435356752
10.5,33078,391135,8138,7849505,0.08456926636583277,0.0010367532729770859
10.55,33078,391135,8050,7849505,0.08456926636583277,0.0010255423749650455
10.600000000000001,33078,391135,7963,7849505,0.08456926636583277,0.001014458873521324
10.65,33078,391135,7888,7849505,0.08456926636583277,0.001004904130897426
10.700000000000001,33078,391135,7809,7849505,0.08456926636583277,0.0009948398020002535
10.75,33078,391135,7728,7849505,0.08456926636583277,0.0009845206799664438
10.8,33078,391135,7655,7849505,0.08456926636583277,0.0009752207304791831
10.850000000000001,33078,391135,7563,7849505,0.08456926636583277,0.0009635002461938683
10.9,33078,391135,7489,7849505,0.08456926636583277,0.0009540729001382889
10.950000000000001,33078,391135,7420,7849505,0.08456926636583277,0.0009452825369243029
11.0,33078,391135,7334,7849505,0.08456926636583277,0.0009343264320488999
11.05,33078,391135,7254,7849505,0.08456926636583277,0.0009241347065834087
11.100000000000001,33078,391135,7160,7849505,0.08456926636583277,0.0009121594291614566
11.15,33078,391135,7086,7849505,0.08456926636583277,0.0009027320831058774
11.200000000000001,33078,391135,7012,7849505,0.08456926636583277,0.0008933047370502981
11.25,33078,391135,6923,7849505,0.08456926636583277,0.0008819664424699391
11.3,33078,391135,6851,7849505,0.08456926636583277,0.0008727938895509972
11.350000000000001,32610,391135,6772,7849505,0.08337274853950682,0.0008627295606538247
11.4,32155,391135,6708,7849505,0.0822094673194677,0.0008545761802814317
11.450000000000001,31101,391135,6637,7849505,0.07951474554821225,0.0008455310239308084
11.5,31101,391135,6590,7849505,0.07951474554821225,0.0008395433852198324
11.55,31101,391135,6528,7849505,0.07951474554821225,0.0008316447979840767
11.600000000000001,31101,391135,6472,7849505,0.07951474554821225,0.0008245105901582329
11.65,31101,391135,6411,7849505,0.07951474554821225,0.0008167393994907959
11.700000000000001,31101,391135,6354,7849505,0.07951474554821225,0.0008094777950966335
11.75,30490,391135,6299,7849505,0.07795262505273115,0.0008024709838391083
11.8,30490,391135,6234,7849505,0.07795262505273115,0.0007941902068983968
11.850000000000001,30490,391135,6169,7849505,0.07795262505273115,0.0007859094299576852
11.9,30490,391135,6102,7849505,0.07795262505273115,0.0007773738598803364
11.950000000000001,30490,391135,6034,7849505,0.07795262505273115,0.000768710893234669
12.0,30106,391135,5971,7849505,0.07697086683625858,0.0007606849094305947
12.05,30106,391135,5901,7849505,0.07697086683625858,0.0007517671496482899
12.100000000000001,30106,391135,5826,7849505,0.07697086683625858,0.000742212407024392
12.15,29176,391135,5747,7849505,0.07459317115573906,0.0007321480781272195
